"label","name","super_class","is_extendable","sys_updated_on"
"Tuxedo","cmdb_ci_appl_tuxedo","Application","false","2020-09-13 06:24:49"
"Tuxedo Portal","cmdb_ci_appl_tuxedo_portal","Application","false","2020-09-13 06:28:01"
"Vignette Search Starter","cmdb_ci_appl_vignette_search","Application","false","2020-09-13 06:24:05"
"Vignette Server","cmdb_ci_appl_vignette_server","Application","false","2020-09-13 06:22:32"
"Vignette Content Management Server","cmdb_ci_appl_vign_content_svr","Application","false","2020-09-13 06:26:29"
"Weblogic Module Server","cmdb_ci_appl_weblogicmodule","Application","false","2020-09-13 06:21:07"
"Weblogic JMS Server","cmdb_ci_appl_weblogic_jms","Application","false","2020-09-13 06:28:23"
"Weblogic LB","cmdb_ci_appl_weblogic_lb","Application Server","false","2020-09-13 06:22:44"
"Websphere Portal","cmdb_ci_appl_websphere_portal","Application","false","2020-09-13 06:21:09"
"WMB Flow","cmdb_ci_appl_wmb","Application","false","2020-09-13 06:25:05"
"Application Network Profile","cmdb_ci_app_network_profile","Virtual Machine Object","false","2020-09-13 06:26:58"
"Application Server","cmdb_ci_app_server","Application","true","2020-09-13 06:21:06"
"Composer","cmdb_ci_app_server_composer","Application Server","false","2020-09-13 06:21:17"
"Data Power","cmdb_ci_app_server_datapower","Application Server","false","2020-09-13 06:21:18"
"Domino","cmdb_ci_app_server_domino","Application Server","false","2020-09-13 06:23:55"
"Data Power Domain","cmdb_ci_app_server_dp_domain","Application Server","false","2020-09-13 06:23:49"
"HP uCMDB","cmdb_ci_app_server_hp_ucmdb","Application Server","false","2020-09-13 06:25:09"
"JavaServer","cmdb_ci_app_server_java","Application Server","false","2020-09-13 06:24:55"
"JBoss","cmdb_ci_app_server_jboss","Application Server","false","2020-09-13 06:25:51"
"Jboss module","cmdb_ci_app_server_jb_module","Application Server","false","2020-09-13 06:28:20"
"Jrun","cmdb_ci_app_server_jrun","Application Server","false","2020-09-13 06:26:48"
"Jrun WAR","cmdb_ci_app_server_jrun_war","Application Server","false","2020-09-13 06:21:12"
"Oracle Essbase Server","cmdb_ci_app_server_ora_ess","Application Server","false","2020-09-13 06:21:07"
"Oracle iAS","cmdb_ci_app_server_ora_ias","Application Server","false","2020-09-13 06:28:43"
"Oracle iAS Web module","cmdb_ci_app_server_ora_ias_m","Application Server","false","2020-09-13 06:27:00"
"Remedy HSServer","cmdb_ci_app_server_remedy","Application Server","false","2020-09-13 06:23:07"
"Tomcat","cmdb_ci_app_server_tomcat","Application Server","false","2020-09-13 06:25:08"
"Tomcat WAR","cmdb_ci_app_server_tomcat_war","Application Server","false","2020-09-13 06:28:27"
"Vendavo Application Server","cmdb_ci_app_server_vendavo","Application Server","false","2020-09-13 06:25:42"
"Weblogic","cmdb_ci_app_server_weblogic","Application Server","false","2020-09-13 06:23:06"
"Webseal","cmdb_ci_app_server_webseal","Application","false","2020-09-13 06:23:17"
"IBM Websphere","cmdb_ci_app_server_websphere","Application Server","true","2020-09-13 06:22:24"
"WeblogicModule","cmdb_ci_app_server_wl_module","Application Server","false","2020-09-13 06:24:52"
"Websphere EAR","cmdb_ci_app_server_ws_ear","Application Server","false","2020-09-13 06:26:18"
"Websphere ODR LB","cmdb_ci_app_server_ws_odr","IBM Websphere","false","2020-09-13 06:27:03"
"Simulation","cmdb_ci_app_simulation","Application","false","2020-09-13 06:23:31"
"Simulation Inclusion","cmdb_ci_app_simulation_inc","Application","false","2020-09-13 06:27:21"
"Automatic Transfer Switch","cmdb_ci_ats_power_eq","Power Equipment","false","2020-09-13 06:26:09"
"Availability Set","cmdb_ci_availability_set","Virtual Machine Object","false","2020-09-13 06:26:12"
"Availability Zone","cmdb_ci_availability_zone","Virtual Machine Object","false","2020-09-13 06:28:11"
"AWS Account","cmdb_ci_aws_account","Virtual Machine Object","false","2020-09-13 06:22:04"
"AWS Datacenter","cmdb_ci_aws_datacenter","Logical Datacenter","false","2020-09-13 06:27:52"
"Azure Datacenter","cmdb_ci_azure_datacenter","Logical Datacenter","false","2020-09-13 06:26:25"
"Azure Subscription","cmdb_ci_azure_subscription","Virtual Machine Object","false","2020-09-13 06:23:16"
"Batch Job","cmdb_ci_batch_job","Configuration Item","false","2020-09-13 06:21:28"
"Tower Beacon","cmdb_ci_beacon_tower_eq","Tower Equipment","false","2020-09-13 06:24:20"
"Bridge Domain","cmdb_ci_bridge_domain","Virtual Machine Object","false","2020-09-13 06:28:00"
"Buildings","cmdb_ci_building_facility","Facility Hardware","false","2020-09-13 06:25:15"
"Bundled Resources","cmdb_ci_bundled_resources","Virtual Machine Object","false","2020-09-13 06:27:42"
"Business Application","cmdb_ci_business_app","Configuration Item","false","2020-09-13 06:22:51"
"Business Capability","cmdb_ci_business_capability","Configuration Item","false","2020-09-13 06:24:24"
"Business Process","cmdb_ci_business_process","Configuration Item","false","2020-09-13 06:21:46"
"Server Chassis","cmdb_ci_chassis_server","Server Hardware","false","2020-09-13 06:28:16"
"CIM Profiles","cmdb_ci_cim_profile","Configuration Item","false","2020-09-13 06:21:23"
"CIM Server","cmdb_ci_cim_server","Server","false","2020-09-13 06:22:07"
"Circuit","cmdb_ci_circuit","Configuration Item","false","2020-09-13 06:28:44"
"Cisco Apic","cmdb_ci_cisco_apic","Logical Datacenter","false","2020-09-13 06:24:32"
"Cloud App Server","cmdb_ci_cloud_appserver","Application Server","false","2020-09-13 06:25:58"
"Cloud DataBase","cmdb_ci_cloud_database","Database Instance","false","2020-09-13 06:28:37"
"Cloud Directory","cmdb_ci_cloud_directory","Directory Server","false","2020-09-13 06:26:20"
"Cloud IP Address","cmdb_ci_cloud_ip_address","Virtual Machine Object","false","2020-09-13 06:27:06"
"Cloud Key Pair","cmdb_ci_cloud_key_pair","Configuration Item","false","2020-09-13 06:24:50"
"Cloud LB IPAddress","cmdb_ci_cloud_lb_ipaddress","Virtual Machine Object","false","2020-09-13 06:27:12"
"Cloud Load Balancer","cmdb_ci_cloud_load_balancer","Virtual Machine Object","false","2020-09-13 06:26:37"
"Cloud Messaging Service","cmdb_ci_cloud_messaging_service","Application","false","2020-09-13 06:23:08"
"Cloud Monitor Alarm","cmdb_ci_cloud_monitor_alarm","Virtual Machine Object","false","2020-09-13 06:25:38"
"Cloud Monitor Notification","cmdb_ci_cloud_monitor_notification","Virtual Machine Object","false","2020-09-13 06:22:26"
"Cloud Public IP Address","cmdb_ci_cloud_public_ipaddress","Virtual Machine Object","false","2020-09-13 06:27:53"
"Cloud Resource Base","cmdb_ci_cloud_resource_base","Configuration Item","false","2020-09-13 06:23:38"
"Cloud Storage Account","cmdb_ci_cloud_storage_account","Virtual Machine Object","false","2020-09-13 06:24:06"
"Cloud Subnet","cmdb_ci_cloud_subnet","Virtual Machine Object","false","2020-09-13 06:21:22"
"Cloud Topic","cmdb_ci_cloud_topic","Virtual Machine Object","false","2020-09-13 06:28:41"
"Cloud WebServer","cmdb_ci_cloud_webserver","Web Server","false","2020-09-13 06:26:28"
"Cluster","cmdb_ci_cluster","Configuration Item","true","2020-09-13 06:21:25"
"Cluster Node","cmdb_ci_cluster_node","Configuration Item","true","2020-09-13 06:21:04"
"Cluster Node Resource","cmdb_ci_cluster_node_resource","","false","2020-09-13 06:25:27"
"Cluster Resource","cmdb_ci_cluster_resource","Configuration Item","true","2020-09-13 06:26:54"
"Cluster Virtual IP","cmdb_ci_cluster_vip","Configuration Item","false","2020-09-13 06:27:02"
"Cluster VM Affinity Rule Info","cmdb_ci_cluster_vm_affinity_rule","VMWare vCenter Cluster DRS Rule","false","2020-09-13 06:26:52"
"Cluster VM Dependency Rule Info","cmdb_ci_cluster_vm_dependency_rule","VMWare vCenter Cluster DRS Rule","false","2020-09-13 06:22:35"
"Cluster VM Host Rule Info","cmdb_ci_cluster_vm_host_rule","VMWare vCenter Cluster DRS Rule","false","2020-09-13 06:25:28"
"Communication Device","cmdb_ci_comm","Configuration Item","false","2020-09-13 06:24:08"
"Computer","cmdb_ci_computer","Hardware","true","2020-09-13 06:21:41"
"Computer Room","cmdb_ci_computer_room","Configuration Item","false","2020-09-13 06:26:47"
"Compute Security Group","cmdb_ci_compute_security_group","Virtual Machine Object","false","2020-09-13 06:24:16"
"Hardware Type","cmdb_ci_compute_template","Virtual Machine Object","false","2020-09-13 06:23:54"
"Management Server","cmdb_ci_config_automation_server","Application","true","2020-09-13 06:36:43"
"Configuration file","cmdb_ci_config_file","Configuration Item","true","2020-09-13 06:21:52"
"Tracked Configuration file","cmdb_ci_config_file_tracked","Configuration file","false","2020-09-13 06:21:53"
"Computer Room AC","cmdb_ci_crac","Configuration Item","false","2020-09-13 06:23:54"
"CSU/DSU","cmdb_ci_csu_dsu_network","Network Gear","false","2020-09-13 06:25:16"
"Customer Gateway","cmdb_ci_customer_gateway","Virtual Machine Object","false","2020-09-13 06:28:22"
"Customization Spec","cmdb_ci_customization_spec","Virtual Machine Object","false","2020-09-13 06:22:39"
"Database","cmdb_ci_database","Configuration Item","false","2020-09-13 06:24:48"
"Data Center","cmdb_ci_datacenter","Configuration Item","false","2020-09-13 06:26:46"
"Data Power Hosting Server","cmdb_ci_datapower_server","Server","false","2020-09-13 06:23:18"
"Datastore","cmdb_ci_datastore","VMware vCenter Object","true","2020-09-13 06:21:02"
"Database Catalog","cmdb_ci_db_catalog","Configuration Item","true","2020-09-13 06:20:56"
"DB2 Catalog","cmdb_ci_db_db2_catalog","Database Catalog","false","2020-09-13 06:26:10"
"DB2 Instance","cmdb_ci_db_db2_instance","Database Instance","false","2020-09-13 06:28:32"
"HBase Instance","cmdb_ci_db_hbase_instance","Database Instance","false","2020-09-13 06:36:42"
"Database Instance","cmdb_ci_db_instance","Application","true","2020-09-13 06:21:24"
"MongoDB Instance","cmdb_ci_db_mongodb_instance","Database Instance","false","2020-09-13 06:36:43"
"SQL Server Analysis Services","cmdb_ci_db_mssql_analysis","Database Instance","false","2020-09-13 06:25:17"
"MSFT SQL Catalog","cmdb_ci_db_mssql_catalog","Database Catalog","false","2020-09-13 06:23:16"
"MS SQL DataBase","cmdb_ci_db_mssql_database","Database Instance","false","2020-09-13 06:23:04"
"MSFT SQL Instance","cmdb_ci_db_mssql_instance","Database Instance","false","2020-09-13 06:25:37"
"SQL Server Integration Services","cmdb_ci_db_mssql_integration","Database Instance","false","2020-09-13 06:24:30"
"SQL Server Integration Services Job","cmdb_ci_db_mssql_int_job","Application","false","2020-09-13 06:25:47"
"SQL Server Reporting Services","cmdb_ci_db_mssql_reporting","Database Instance","false","2020-09-13 06:21:25"
"MS SQL Server","cmdb_ci_db_mssql_server","Database Instance","false","2020-09-13 06:22:50"
"MySQL Catalog","cmdb_ci_db_mysql_catalog","Database Catalog","false","2020-09-13 06:20:57"
"MySQLClusterMGMNode","cmdb_ci_db_mysql_clustermgnode","Application","false","2020-09-13 06:22:21"
"MySQLClusterDataNode","cmdb_ci_db_mysql_clusternode","Application","false","2020-09-13 06:28:18"
"MySQL Instance","cmdb_ci_db_mysql_instance","Database Instance","false","2020-09-13 06:25:40"
"Oracle Catalog","cmdb_ci_db_ora_catalog","Database Catalog","false","2020-09-13 06:27:58"
"Oracle Instance","cmdb_ci_db_ora_instance","Database Instance","false","2020-09-13 06:27:39"
"Oracle Database Listener","cmdb_ci_db_ora_listener","Application","false","2020-09-13 06:25:53"
"PostgreSQL Instance","cmdb_ci_db_postgresql_instance","Database Instance","false","2020-09-13 06:24:48"
"Sybase Catalog","cmdb_ci_db_syb_catalog","Database Catalog","false","2020-09-13 06:24:01"
"Sybase Instance","cmdb_ci_db_syb_instance","Database Instance","false","2020-09-13 06:23:30"
"Direct Current Plant Battery Bank","cmdb_ci_dc_plant_battery_pwr","Power Equipment","false","2020-09-13 06:25:11"
"Direct Current Plant Equipment","cmdb_ci_dc_plant_eq_power_eq","Power Equipment","false","2020-09-13 06:26:35"
"Desktop Software","cmdb_ci_desktop_software","Software","false","2020-09-13 06:28:33"
"AD Forest","cmdb_ci_directory_ad_forest","Infrastructure Service","false","2020-09-13 06:22:48"
"HA Proxy","cmdb_ci_directory_ha","Infrastructure Service","false","2020-09-13 06:22:07"
"IIFP","cmdb_ci_directory_iifp","Infrastructure Service","false","2020-09-13 06:22:21"
"LDAP DB","cmdb_ci_directory_ldap","LDAP Service","false","2020-09-13 06:24:21"
"Directory Server","cmdb_ci_directory_server","Infrastructure Service","true","2020-09-13 06:22:02"
"Policy Server","cmdb_ci_dir_policy_server","Infrastructure Service","false","2020-09-13 06:22:48"
"Site Minder","cmdb_ci_dir_site_minder_server","Infrastructure Service","false","2020-09-13 06:22:24"
"Disk","cmdb_ci_disk","Storage Device","true","2020-09-13 06:26:44"
"Disk Partition","cmdb_ci_disk_partition","Configuration Item","false","2020-09-13 06:27:13"
"Display Hardware","cmdb_ci_display_hardware","Configuration Item","false","2020-09-13 06:23:17"
"DNS Alias","cmdb_ci_dns_alias","Alias","false","2020-09-13 06:24:46"
"DNS Name","cmdb_ci_dns_name","Configuration Item","false","2020-09-13 06:22:27"
"Docker Container","cmdb_ci_docker_container","Operating-system-level Virtualization Container","false","2020-09-13 06:26:44"
"Docker Engine","cmdb_ci_docker_engine","Operating-system-level Virtualization Engine","false","2020-09-13 06:24:07"
"Docker Image","cmdb_ci_docker_image","Operating-system-level Virtualization Image","false","2020-09-13 06:22:45"
"Docker Image Tag","cmdb_ci_docker_image_tag","Operating-system-level Virtualization Image Tag","false","2020-09-13 06:22:31"
"Docker Local Image","cmdb_ci_docker_local_image","Operating-system-level Virtualization Local Image","false","2020-09-13 06:22:15"
"DRS VM Config","cmdb_ci_drs_vm_config","Configuration Item","false","2020-09-13 06:23:22"
"EC2 Virtual Machine Instance","cmdb_ci_ec2_instance","Virtual Machine Instance","false","2020-09-13 06:25:50"
"Email Server","cmdb_ci_email_server","Infrastructure Service","false","2020-09-13 06:26:58"
"Enterprise Vault","cmdb_ci_email_server_ent_vault","Infrastructure Service","false","2020-09-13 06:28:11"
"JES","cmdb_ci_email_server_jes","Infrastructure Service","false","2020-09-13 06:21:28"
"Endpoint","cmdb_ci_endpoint","Configuration Item","true","2020-09-13 06:20:57"
"ACL Endpoint","cmdb_ci_endpoint_acl","Endpoint","false","2020-09-13 06:22:04"
"Active Directory Domain to Domain Controllers Endpoint","cmdb_ci_endpoint_ad_domain","Endpoint","false","2020-09-13 06:26:11"
"Active Directory Forest Endpoint","cmdb_ci_endpoint_ad_forest","Endpoint","false","2020-09-13 06:25:52"
"AD Service inc","cmdb_ci_endpoint_ad_service_in","Inclusion Endpoint","false","2020-09-13 06:28:45"
"Agility Endpoint","cmdb_ci_endpoint_agility","Endpoint","false","2020-09-13 06:24:06"
"AJP Endpoint","cmdb_ci_endpoint_ajp","Endpoint","false","2020-09-13 06:24:44"
"App Icon Inc","cmdb_ci_endpoint_app","Inclusion Endpoint","false","2020-09-13 06:22:05"
"Application To Storage Endpoint","cmdb_ci_endpoint_app_storage","Endpoint","false","2020-09-13 06:25:49"
"Advanced Queue Endpoint","cmdb_ci_endpoint_aq","Endpoint","false","2020-09-13 06:31:52"
"AQ Queue","cmdb_ci_endpoint_aq_queue","Inclusion Endpoint","false","2020-09-13 06:27:35"
"BizTalk Connection Endpoint","cmdb_ci_endpoint_biztalk","Endpoint","false","2020-09-13 06:21:31"
"BizTalk Inclusion","cmdb_ci_endpoint_biztalk_orch","Inclusion Endpoint","false","2020-09-13 06:25:14"
